@relation test_clustered

@attribute Instance_number numeric
@attribute tweet string
@attribute user string
@attribute timestamp numeric
@attribute lat numeric
@attribute lon numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
3523,' andreannalashun oh hush!!! lol','dareal tippytoe',1300187955000,0.554088,-84.5467,cluster7
3524,'my Twitter is saying nones tweeted in half an hour is this thing broke?',kerrynfisherX,1300187955000,0.826439,-4.19459,cluster8
3525,' MissMarhaendra RT  RamalanKita  Desember - Sangat setia dan murah hati http   myloc.me ixJHA',RestuPurple,1300187957000,-0.139733,112.631,cluster1
3526,'Don t step back  just \"up\" ! Grab your dream and follow the time. Let s move out baby! http   myloc.me ixJHE',AgilangAyuba,1300187959000,-0.145093,125.344,cluster1
3527,'Lion Man is such a good program.',tonimichaelaxo,1300187959000,0.806179,-2.06125,cluster8
3528,'Tau gini mending lost contact sekalian- -','Safierra ',1300187964000,-0.110412,106.693,cluster1
3529,'MR TAKE YO BITCH AND GIVE HER BACK!!!',MrBlacLabel,1300187965000,0.555051,-84.1974,cluster7
3530,'Ok  for the 8 ppl that asked me to follow back  why ? you ain t even followin me. and if i do follow  its because we have common interest',TATTOOEDSPIRIT,1300187966000,0.664953,-86.2743,cluster7
3531,' SuzanneMalveaux Could someone at CNN check into the Bloom Energy Box (energy source) please? Was featured on 60 min.',JARRETTSRX,1300187966000,0.681307,-83.7721,cluster7
3532,'SadisRT  erie kotak  Siap2 boarding  bali tiga hari  terima kasih; baru bali kali ini saya sengaja berpuasa. hihi   D http   myloc.me ixJIV','dodo c6',1300187969000,-0.108788,106.839,cluster1
3533,' Eeveetee wanneer? Waar?',Deezerfly,1300187970000,0.78765,4.32022,cluster9
3534,'18   18 . R ?  rantangg ?! http   myloc.me ixJJ3',rizkyrrj,1300187970000,-0.108119,106.83,cluster1
3535,'Kl toe mlah buat sakit RT  SantiSamms  Biji kedondong RT  rhienezz  Obt batuk ?ª??  paling bagus ap yach...???? http   myloc.me ixH97',rhienezz,1300187973000,0.068658,96.7227,cluster1
3536,'I m at Staten Island Ferry - St George Terminal (1 Bay St  at Richmond Terrace  Staten Island) http   4sq.com dSkGSS',lincolnwrites,1300187973000,0.651248,-74.0893,cluster7
3537,' RaskaSG I m not even too tired really but I wholeheartedly agree with your statement.',KtotheizzH,1300187976000,0.654568,-74.1338,cluster7
3538,' polilla  eso es por la edad',lootervlc,1300187978000,0.635367,-0.396048,cluster5
3539,'I m at Call Street Garage http   4sq.com evrU69',val04,1300187978000,0.506527,-84.2896,cluster7
3540,' Jorgimreboucas algumas coisas q aconteceram ontem q parei p pensar hj cedo antes de fzr qualquer coisa...vlw parceria',Filipeimperial,1300187979000,-0.067805,-38.6382,cluster4
3541,' Britterssnicole blueskys are good )',Kdakmmt,1300187980000,0.904678,-147.814,cluster7
3542,' KaraWitty Ha! Glad to see you set the record straight!',SusanKim4,1300189842000,0.682618,-87.9724,cluster7
3543,'Dah lama gak ngebultang...',Arulfen,1300187985000,-0.109693,106.77,cluster1
3544,'thought i was meant to be in uni tomorrow at 9 turns out it was today  hahaha... 1 day of uni a week is a magic idea  go to rgu kids!',mattypirie,1300187988000,0.839394,-2.36093,cluster8
3545,'I m at Tudo Rádio.com (Tudo Rádio) (Rua Doutor Faivre  115  Curitiba) http   4sq.com fVPlJm',DanielStarck,1300187988000,-0.432786,-49.3916,cluster4
3546,'Bath & Body Works uses the Jurassic Park typeface on their bags.',JustinReichert,1300187993000,0.716135,-108.556,cluster7
3547,'Ish  kuat bgt alibimu  msh blg gk  O mau sms gt? RT  ayuuay16  engga  p eh mas mau cerita --a RT  nafindra19  Nah kan beneerr bo ong!',nafindra19,1300187993000,-0.130168,109.215,cluster1
3548,'I m at Buen Cafeteria (Copenhagen) http   4sq.com ibSKg8',denmark98,1300187995000,0.825838,12.5555,cluster9
3549,'RT  scottmaccrimmon  Just finished \"The 4 Hr Work week\" . I Love it s concepts on how we look at work priorities. thumbs UP',skicarvin,1300187995000,0.698393,-73.9538,cluster7
3550,'Kowe rak ngejak aku dolan neh o   moh ah haha RT  rakamalik  thegmui  kene TPni sek  D  Mayzafatiima  Hahahaha jajal o ndo',Mayzafatiima,1300187998000,-0.123252,110.43,cluster1
3551,'RT  handrian tw  nanti mlm ada jazz in mall ya?thx b4.. #ssinfo',seputarsemarang,1300188000000,-0.123806,110.398,cluster1
3552,'I m at 7-Eleven (6980 Westcliff Dr  N Tenaya Way  Las Vegas) http   4sq.com eRzV0u',lpmanager2002,1300188000000,0.590241,-115.25,cluster7
3553,' rawrbexxi i know you were bec. Sorry.) ',LoganCiraky,1300188001000,0.653656,-75.0874,cluster7
3554,'Woow RT  apakabardunia  Laut Mati Kini Mulai Terancam Tidak \"Mati\" Lagi http   bit.ly entZor http   myloc.me ixJMy',PutyRachel,1300188002000,-0.135456,110.44,cluster1
3555,'???? ?? ?? ???????? ??? #iPhone   ????? ?????? ???????',despinabakali,1300188004000,0.615403,23.7368,cluster3
3556,' Cliffreumers woar geluk eah? Sick laat woar dat',LarsHazes,1300188005000,0.775271,5.74925,cluster9
3557,'The day I walk across that stage will be the beginning of my last summer in the burgh.....I need a change that this place cant handel','najla lefaye',1300188006000,0.647573,-79.8541,cluster7
3558,'Casually reading love it! in a maths lecture. Who really gives a crap about normal distributions?!',Markpatterson25,1300188009000,0.801825,-1.80147,cluster8
3559,'Pengen sateeeeeeeeee http   myloc.me ixJNU','tya tee',1300188012000,-0.109693,106.77,cluster1
3560,'Hellyah.. This migrain comes suddenly  in d wrong time  wrong condition.. Badly..! Stucked in here.. (  Menara Karya) http   4sq.com hhB8KK',FendyGoesbee,1300188013000,-0.10872,106.817,cluster1
3561,'Vrålhungrig!   Aquarelle http   gowal.la c 3LdNT',Wojtan,1300188014000,0.843357,11.2263,cluster9
3562,'Pake hati telur  kulit goreng  ) RT  mirantymiranty  Ayog.Ayog . Mau pake apa ? Haha RT  GabbyGabee  Ikuut   (cont) http   tl.gd 99og4s',GabbyGabee,1300188014000,0.096796,95.322,cluster1
3563,' Itty BittyHim good cant complain. im soooo ready for springbreak tho!!','itz timmy duh',1300188015000,0.667466,-87.6366,cluster7
3564,'Driving to work while jamming',dracon5793,1300188015000,0.64214,-76.2949,cluster7
3565,'A desayunar después de votar! (  Cafetería Montemayor) http   4sq.com hGGCXy',kastwey,1300188016000,0.648546,-3.65575,cluster5
3566,'\"då är hon inte Mycke å ha om hon inte ens ä bra vid spisen\" #lagertugg #manligt',KvickVick,1300188020000,0.857707,13.1484,cluster9
3567,' pollyz 40k is a distant memory to me... I should probably stop tweeting as much',Pendutom,1300188021000,0.793652,-0.497659,cluster8
3568,'dila ntar molay main futsal ga? RT  dilla molay  #PREEEETRT  ozzeeh  mana?mana?siapa?siapa? #bingung RT  dilla molay  Heeeeey  lihaat perut',ozzeeh,1300188022000,-0.10872,106.817,cluster1
3569,'Goed cholesterol verlaagt mogelijk risico op darmkanker | Gezondheid - http   bit.ly fxSBLq',healthcarejobnl,1300188022000,0.792721,6.00331,cluster9
3570,'50.7F (Feels  50.7F) - Humidity  90\% - Wind  6.9mph N - Gust  6.9mph - Pressure  1020.5mb (+0.3)  #weather www.moutoncoveweather.com',moutoncovewx,1300188026000,0.482596,-94.0434,cluster7
3571,'School Today gotta Math Test uqhh dont think ima ace it  #WannaBeSmart',iHeartBieber413,1300188026000,0.669955,-72.6215,cluster7
3572,'I just ousted  agent fresh as the mayor of Pantry 1 on  foursquare! http   4sq.com b7U1cF',Mortician607,1300188026000,0.642761,-75.0968,cluster7
3573,'Ehh  beneran br nyadar aq kak! RT  pinkymytha  Hahaha ngoookkk  D RT  aryogam  Ooo gitu ya ka    RT  pinkymytha  RT ... http   tmi.me 7HOlF',aryogam,1300188027000,-0.107663,106.808,cluster1
3574,'ga juga hahah RT  munailil  Emg harus gede ye \"hakan\" nya? RT  wildanbaihaqie  Ha to the KAN hahahha RT  munai… (cont) http   deck.ly ~QnQKv',wildanbaihaqie,1300188029000,-0.119929,107.49,cluster1
3575,'Buscando a mi asesor y no lo hayo!!','carloslozano 7',1300188029000,0.707652,7.65459,cluster3
3576,'Oalah - -\" RT  bobyfurqon  Ia yud di absen semua cma qw aja yg gk d absen RT\" hafizyuda  Baru bangun aku hehe semua diabsen? RT  bobyfurqon',hafizyuda,1300188029000,0.062782,98.6868,cluster1
3577,' LuanIsMyLife tenho  entro 8 40 hoje!! To me arrumando! Que bom que vc ganhou meu love!!',MundoRestartico,1300188029000,-0.392064,-43.7952,cluster4
3578,'  GudBoyGneBadd  y r u up','DARK N LUVELY 1',1300188030000,0.554094,-84.4293,cluster7
3579,'RT  MartinDupraz   Allez  dans quelques semaines Takashi Miike va nous sortir 4 films sur le séisme  le tsunami et les centrales.',Enarox,1300188032000,0.752357,2.27294,cluster6
3580,' LuizTomatee eu num furei não eu falei p Biriba q n ia mas a vontade tava no corpo td...',Filipeimperial,1300188036000,-0.067805,-38.6382,cluster4
3581,' BeckiiJoness haha anytime  ) & aww  I m glad it has  ) &lt;3',EmmaaLikesTeaa,1300188039000,0.784618,-0.277687,cluster6
3582,' abiarty Langeweile und du d ?',johndorian92,1300188183000,0.786916,8.95775,cluster9
3583,'  xRonald I Been Called You That   Rememberr On Myspace ? lol .','  DianaMelissa',1300188041000,0.557226,-84.5891,cluster7
3584,'????????????? ??????????!??? ? ????????  ??? ? ??? ????????? - ?? ????))',pechenega,1300188042000,0.824035,37.1317,cluster0
3585,' matias83pl Ma sie tych kumpli  )  wuteka',Allusel,1300188042000,0.775372,17.437,cluster9
3586,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,sixpointmusic,1300188043000,0.554911,-118.668,cluster7
3587,' viviis spooky  hoje 02 02 e 06 06 só pode ser desgraça  s','dan responde',1300188044000,-0.406877,-46.826,cluster4
3588,'Lançado desafio  DUVIDO VOCÊ ESCREVER O NOME DO ATOR PRINCIPAL DO EXTERMINADOR DO FUTURO SEM OLHAR NO GOOGLE...',BeibyxD,1300188045000,-0.396757,-47.7795,cluster4
3589,'40 Minutes until I leave work. It feels like an eternity.',KATWOMAN,1300188045000,0.6579,-73.2442,cluster7
3590,'Frisco  mmm. (  DUAL - HARDEE S   RED BURRITO 1504875) http   4sq.com hX2ef5',CSNCat,1300188047000,0.579588,-82.671,cluster7
3591,'I m at Secretaria da Fazenda do Estado de PE. - Edf. San Rafael (Av. Dantas Barreto  1186  Recife) http   4sq.com g2unrz','M Pedulla',1300188047000,-0.141896,-35.0198,cluster4
3592,'T-Mobile  Retail Sales Associate (8115 NE Vancouver Mall Dr   #Vancouver   WA) http   bit.ly fxetIJ  #Retail #Jobs #Job #TweetMyJOBS','Tmobile Retail',1300188048000,0.714267,-122.775,cluster7
3593,'I m at SMITH FARM LAKE (12296 John Harless Road  Elrod) http   4sq.com fD3K29',mrsjuly1966,1300188050000,0.54688,-87.8407,cluster7
3594,'I don t just follow just anyone back. if i follow u  its 4 good reason i like u as a friend if i unfollow its ONLY cuz u pissed me off',TATTOOEDSPIRIT,1300188051000,0.664953,-86.2743,cluster7
3595,'Project en Functioneringsgesprekken voeren... (  Hogeschool Utrecht Nijenoord w  6 others) http   4sq.com hl9BiQ',kennybruin,1300188052000,0.789092,5.09428,cluster9
3596,'Ieu narapsu kieu ngomongna haha RT  RadityaGerry  RETWEET !!! RT  charian uchay  Pitnah wae si galih mah.. RT ... http   tmi.me 7HOpz',galihumgambreng,1300188052000,-0.121306,107.646,cluster1
3597,' Chrisjeeh rafigotte saus  )',Riccardo24ZD,1300188053000,0.793193,4.99802,cluster9
3598,'St. Agnes Hospital  RN Registered Nurse II ( #Baltimore   MD) http   bit.ly aLpEib #stagnesjobs #Nursing #Jobs #Job #TweetMyJOBS',StAgnesJobs,1300188056000,0.633207,-76.6239,cluster7
3599,'I m at Wisma Sididar (Pogung Dalangan 28A SIA XVI VIII  Mlati) http   4sq.com f9ry7Q','eric egb',1300188057000,-0.135261,110.305,cluster1
3600,'jaja  ik ben uit  http   t.co jQOn1UW','Roel Mulder',1300188057000,0.789014,5.11585,cluster9
3601,'I m at MNM (A. Reyerslaan 52  Brussels) http   4sq.com hgn01r',MaartenVerhulst,1300188058000,0.775423,4.35514,cluster6
3602,'1.boosie badazz 2.Young jeezy 3.yo gotti 4.t.i',mister704,1300188059000,0.585852,-79.0167,cluster7
3603,' JordanLynn3  dcaroyousocrazy Caro is I m not','  NickM',1300188061000,0.538059,-97.549,cluster7
3604,'Best start to my morning #ali',Peeeeeachy,1300188061000,0.779046,-0.748351,cluster6
3605,'eooo RT  modhholicers   wildanbaihaqie oeee !',wildanbaihaqie,1300188066000,-0.119929,107.49,cluster1
3606,'Racks on Top of Racks.....Stacks on Top of Stacks',HBMcFly820,1300188068000,0.63328,-76.6116,cluster7
3607,' EliseMerrygold #dontactlike a twat!!',AlmiraJahja,1300188069000,0.78718,6.14485,cluster9
3608,'Ketawa sayaa melihat tingkah anda. Mampus ???(? ?)???.  http   myloc.me ixJUB',auliamadian,1300188076000,-0.108788,106.839,cluster1
3609,'ayo ade\" saya belajar ! hahaha',aninditosidhy,1300188076000,-0.121182,107.871,cluster1
3610,'Do I have to go to work?',ebonibarbie,1300188077000,0.587737,-80.3713,cluster7
3611,'Ut på ännu en promenad i det fina vårvädret med Nora &  MadeleineSidoli Nu åker solglasögonen på!',lotelv,1300188077000,0.856772,14.7608,cluster9
3612,' llima5 nada ainda  ninguém me ligou. Vou ligar de tarde para saber. Abcs',raphaelbaez,1300188077000,-0.392064,-43.7952,cluster4
3613,'I m at Chintya s 1st house  ) (Jl. Jelambar Jaya 4  Jakarta Capital Region 11460) http   4sq.com huiXPA',chintyacve,1300188078000,-0.10775,106.772,cluster1
3614,' shanithetranny is your copy of guilt by Nero decent? I ve got it but it s a crappy YouTube rip..',Pendutom,1300188078000,0.793652,-0.497659,cluster8
3615,'LINKS ZWO  LINKS ZWO  LINKS ZWO DREI VIER  LINKS ZWO  LINKS ZWO  LINKS ZWO DREI VIER','leandro ales',1300188078000,-0.406877,-46.826,cluster4
3616,'RT  detikcom  FOTO-FOTO   Mobil Korban Tsunami Jepang... http   de.tk ejpoa',ariepratamaa,1300188079000,-0.111175,106.795,cluster1
3617,'Apa sih mas udok?RT  udookahsan  Ooohhhh gituuu RT  rettananda  Tuhan nyelamatin gue semalem  untung gue tdr dan ga ngangkat tlfn dr lo. Mau',rettananda,1300188080000,-0.108788,106.839,cluster1
3618,' James T Higgins I do follow u mr... ? ;) hehe x','mat the w86',1300188081000,0.782842,-0.216012,cluster6
3619,'Quick lunch before my meeting.  racheljames and I took our wedding guests here over 8 years ago... http   4sq.com hBFiyp',marcelklomp,1300188083000,0.792033,4.62448,cluster9
3620,'What a wonderfull day ! Hha *poke  yuyunpratiwi xixi (  Pizza Hut Ramayana Pettarani) http   4sq.com e0JWno',whayz,1300188083000,-0.091212,119.379,cluster1
3621,'Eu mais  mariabblanco na sala no intervalo ..... #nerds','marina bonini',1300188084000,-0.364365,-47.9893,cluster4
3622,'Siap2 ngampus  http   myloc.me ixJVu',GheaArdy,1300188085000,-0.12726,112.759,cluster1
3623,'[1] TO Medical - Seizures Convulsions Willow Ave b w Ln N Queen W Willow & Cedar Ave Pumper-227 [227]',tofire,1300188086000,0.687128,-79.6391,cluster7
3624,'Grazie...!!! RT  joquediallevo  Tener precaucion los que salgais de la T4 direccion alcobendas #radar donde señal de 80 cuidadin ;)','Albert0 May0',1300188087000,0.648679,-3.94502,cluster5
3625,'In de trein naar de VU. Even heerlijke rust',Matthijs18,1300188090000,0.789788,4.47442,cluster9
3626,'wkwkwk iya dah kgn aq bay sma kmu  PRT  BayuAryaDipta  ah basa basi loh  bilang aja kangen gitu nah  P RT  sinta cappucino lama nda twittwit','sinta cappucino',1300188093000,-0.041879,113.797,cluster1
3627,'Lapeeeeerrrr (???)  http   myloc.me ixJWa',rizkyrrj,1300188096000,-0.108119,106.83,cluster1
3628,'#questionsihate Are you Single?? I reply No .....Are you Faithful ???? WTF exit my dick to the left Bitch Damn !!!!',RainLadiiCupidd,1300188099000,0.677132,-83.3289,cluster7
3629,'Wow I slept from 8 to 4!',JerryyHernandez,1300188099000,0.713782,-124.849,cluster7
3630,'I m at Quality Inn North Valdosta (1209 St. Augustine Road  Valdosta) http   4sq.com fMx15A',CurlyFryTail,1300188101000,0.512708,-83.3292,cluster7
3631,'Wahh semuanya pada sakit..... http   myloc.me ixJXx',anggarabayupalg,1300188104000,-0.137796,110.31,cluster1
3632,'Burger di samping lia (???)  http   myloc.me ixJVI',ressanapeace,1300188104000,-0.030618,103.48,cluster1
3633,'I m at Clínica Desenvolve Fisioterapia (Rua Boaventura da Silva 1495  Belém) http   4sq.com f7TUyG',hannabentesss,1300188105000,-0.026638,-48.6237,cluster4
3634,'I m at Carlton Arms Of Bradenton --- Home (3025 Castleton Dr  Bradenton) http   4sq.com gd6JVm',69eagle69,1300188106000,0.461058,-82.6885,cluster7
3635,' Felicity Gordon I m goin out for a meal for my sisters bday?!  (','SarahClarke xx',1300188107000,0.784095,-0.439511,cluster6
3636,'Feliz dia internacional do consumidor!!!',grafhael,1300188108000,-0.555579,-73.9915,cluster4
3637,'Tenlung namanya kalo minat DM  hanaweasley aja  D RT  Sherlydrea   riscaaulia wow  jamu apa tuh ci? Hhehe  p http   myloc.me ixJX2',riscaaulia,1300188108000,-0.10775,106.772,cluster1
3638,'???? ?? ??? ???? (  Spillers Records) [pic]  http   4sq.com execLs',kremlin8,1300188108000,0.782377,-3.17593,cluster6
3639,'  Tristan NL  ohja oops. maar waar wil je heen dan?',htiskylie,1300188108000,0.775147,5.89552,cluster9
3640,'Nemenin quido maen (  Timezone Mall Kelapa Gading) http   4sq.com gfdfyv','iddo ',1300188109000,-0.107686,106.887,cluster1
3641,'I can t remember the last time I woke up and didn t have my back in pain.  (',EGotGame,1300188110000,0.652605,-73.7973,cluster7
3642,'Eh  film itu? Lupa    http   myloc.me ixJY1',TishaMilaqmar,1300188110000,0.062036,98.6878,cluster1
3643,' edelveice ? ?? ??? ??? ????? ?? ??? ?????????? ??????',pprikazchikov,1300188111000,0.809975,44.8375,cluster0
3644,'damn im sore.',DiaryOfaKoolGrl,1300188116000,0.672081,-71.1911,cluster7
3645,' Itty BittyHim 5 846 Tweets','itz timmy duh',1300188116000,0.667466,-87.6366,cluster7
3646,'Tá na hora de trocar esses iPad s hein rede Globo',imgleeek,1300188118000,-0.463942,-48.746,cluster4
3647,' fellaonyac Today is da day BigHomie!!! 3 15 \"OVA DOSE\" BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAD DOE !!!!!',hereticdeath,1300188120000,0.469114,-81.7247,cluster7
3648,'Bij biologie.',Melissaaxxxx,1300188120000,0.794234,5.01356,cluster9
3649,Work....ugggh,Casunasconnect,1300188120000,0.670912,-71.1776,cluster7
3650,'Customer Service Representative... - #Louisville   KY (http   tinyurl.com 6bdv4vc) Get Healthcare Jobs #Healthcare #jobs #job #GetAllJobs',GetHealthcaJobs,1300188120000,0.619035,-85.7675,cluster7
3651,'I m at Estación de Atocha w   robertocarreras http   4sq.com gq0HnX',javiercreanto,1300188120000,0.64819,-3.68792,cluster5
3652,'Dari tadi tontonannya gossip mulu!!(?? ??) http   myloc.me ixJZj','sweety Key',1300188121000,-0.153835,115.084,cluster1
3653,'Cuakakakkak RT  selvieP  Emarsonn budiman!! RT  waktuSMA  #waktuSMA siapa tmn lo yg jd bandar bokep? (via   pippokhadiva )','y05u4 ajah',1300188123000,-0.10775,106.772,cluster1
3654,'gonna watch Rango with my new friend http   plixi.com p 84159968',CiaranDunne,1300188124000,0.782542,-0.123233,cluster6
3655,' Giuliatje yess  P',Darkmini,1300188126000,0.790263,6.87338,cluster9
3656,'Iya RT  wiwienmallewai  diketik baru dikumpul memang pidato bhs inggris toh ? http   myloc.me ixJZF',dithatriii,1300188127000,-0.091212,119.379,cluster1
3657,'Tig jaar geleden inspireerde hij me te gaan keepen. Hoop dat zijn tips nu meer kans van slagen hebben.',Eldullner,1300188127000,0.790993,4.92773,cluster9
3658,'tenang jawiir   kita d wara wiri nerima lw apa adanya kok...  D RT  jawiiir  jangan salahin gw kalo gw gay!!',chiepo,1300188127000,-0.120148,107.61,cluster1
3659,'http   t.co 2aznP9R','guz sitohang',1300188130000,-0.114726,106.8,cluster1
3660,' KirstenXlove je hebt nog 8 min om je ANW af te maken! XD',ItsyaboyArne,1300188130000,0.787584,4.42377,cluster9
3661,'kangen mama rek... suwi ngak minta pulsa iki... http   www.koprol.com s 1QBCw',cappycake,1300188132000,-0.138584,112.578,cluster1
3662,' NeonNitemare YUM.',squigglyleggs,1300188134000,0.646104,-75.7966,cluster7
3663,' joshuardhito  ketzialaurent laaah kalo gitu ngapain ngomong -     - http   myloc.me ixK11',hermorosaktyo,1300188134000,-0.134933,110.367,cluster1
3664,'tanggal 18 RT  tioadhi  Final destination 5 kapan keluar si di bioskop ?? http   myloc.me ixK15',Diimzzriizzkii,1300188135000,-0.107401,106.848,cluster1
3665,' cicicpt tapi baguuuuus kaaaaaaan  DD http   myloc.me ixK1m',yovanwokamauw,1300188138000,-0.10872,106.817,cluster1
3666,'Lelahnya hari ini ??(?? ??) (  The Coziest Room ???(???)?) http   4sq.com hRpO6B','cndyyy ',1300188139000,-0.10882,106.952,cluster1
3667,' amiaoulis I told you theyre good!',xtinavansuch,1300188140000,0.656039,-80.5813,cluster7
3668,'Wow. Its only 4 22 am.',KianThelen,1300188141000,0.608468,-122.073,cluster7
3669,'I m at ULSS 20 Distretto n. 2 in Verona http   gowal.la c 3LdRb',t1z1ano,1300188143000,0.711395,10.877,cluster3
3670,'I m at Kroger (3491 N Bend Rd  Cheviot Rd  Cincinnati) http   4sq.com hHES7r',SleepingRust,1300188143000,0.631904,-84.5988,cluster7
3671,'Tuh  litoelwarin  ( RT  detikcom  Waduh! Harga Pertamax Tembus Rp 8.700 Liter... http   de.tk LO17p via  detikfinance http   myloc.me ixK1H',GitaElwarin,1300188143000,-0.111063,106.874,cluster1
3672,'???? ?? ???????.',msoshchin,1300188149000,0.827797,37.2295,cluster0
3673,'Centro de saude Feitoria fazendo examess no meu pai  otimo atendimento!!!',RoniNiemeyer,1300188144000,-0.497144,-51.2102,cluster4
3674,'I think macka packs has ocd.',doomey,1300188148000,0.791291,-3.23556,cluster8
3675,'s o to my new follower  irdragnwnd','Sade guess what',1300188149000,0.55547,-84.4025,cluster7
3676,'Latihan fisiik mantap!   D http   myloc.me ixK2J','wenkz OSD',1300188151000,-0.11508,106.402,cluster1
3677,'Yahoo! Barang sudah sampai! (  34 Pandan 6 4) http   4sq.com hG8Zc0',MoSafZaiA,1300188152000,0.053784,101.735,cluster1
3678,' NicoleMcW howdy! I ve been round a few times but he s not been in! I ll keep trying!',AndrooStanley,1300188153000,0.796418,-1.27526,cluster8
3679,' KayleighMBalon This sounds like a stomach ache waiting to happen. What s the prize!',jfron,1300188153000,0.61781,-122.175,cluster7
3680,'SLP Speech Language Pathologist - #Dunedin   FL (http   tinyurl.com 5vft3yo) Get Pathologist Jobs #Pathologist #jobs #job #GetAllJobs',GetPathologJobs,1300188155000,0.46943,-82.8501,cluster7
3681,'I m at Recruit Training Command (3355 Illinois Street  Great Lakes) http   4sq.com e1VN49',igin,1300188156000,0.672852,-87.8997,cluster7
3682,'RT  stmeidina  Jessie J feat b.o.b - price tag lagunya asik cuy hahaha http   myloc.me ixK38','Devi riot',1300188156000,-0.190764,95.0047,cluster1
3683,'Ahahaa luuk vind dat ik lief voor hem ben',Yasminnn09,1300188157000,0.785141,4.99372,cluster9
3684,'RT  ListenMyMind  Cemburu itu manusiawi. Tapi itu bukan alasan untuk tetap membiarkannya ada. http   myloc.me ixK3n',VannieGracieux,1300188158000,-0.10775,106.772,cluster1
3685,'I just ousted  huwloaring as the mayor of Washington Holiday Inn College Park on  foursquare! http   4sq.com bRt3U6',CitonePhoto,1300188158000,0.629517,-76.9621,cluster7
3686,'Iihh opungnya kok gitu  ( sabar ya okaa RT  okareipurba  Iya pe  gak blh kluar rmh la  kamar harus rapi smua lah ... http   tmi.me 7HOEz',verayosefin,1300188161000,0.061967,98.7186,cluster1
3687,' dinglesurf affect is primarily a verb  effect is a noun.. Afftect meaning to change something while effect meaning the result of a change',NiallOK,1300188161000,0.80051,-6.54681,cluster8
3688,'Itu iis dahlia kasiannn Ga ngmg ngmg di tipiii... - -\"  http   myloc.me ixK3V',MarryJane99,1300188161000,-0.109185,106.792,cluster1
3689,'today is most definately a good day. donated blood  finished my poster  had an awesome coffee and found out leeds beer fest is this weekend!',iosefward,1300188256000,0.806878,-1.56667,cluster8
3690,'Na aula com mtoooooooooooooooooooooooo sono  e sem exagerar hahaha',LeonardoLopez,1300188163000,-0.466987,-48.6103,cluster4
3691,'Huff... cukup untuk menguras keringat.. sekarang waktunya bokerr..  D',megololita,1300188163000,-0.041879,113.797,cluster1
3692,' wordnerd45 tht takes mush more time',AndyStone94,1300188163000,0.610665,-80.8989,cluster7
3693,'Srsly don t think it s safe to listen to Best Coast s album when it describes my life so spot on...',franstarr,1300188167000,0.783874,0.3323,cluster6
3694,'Je viens de remarquer que la coque de mon iPhone a reçu quelques jetons.',ItsKaushikN,1300188167000,0.721672,6.06895,cluster3
3695,'Bom Dia Twitters! (   projektobeck Decoração e Marcenaria) http   4sq.com hksLqH',FranckBeck,1300188168000,-0.497144,-51.2102,cluster4
3696,'I just became the mayor of PT. Telkom Indonesia  Tbk Madiun on  foursquare! http   4sq.com bFOuqz',MMKS2,1300188169000,-0.13312,111.502,cluster1
3697,' YORANNN lopen 2 pinguins over straat  zegt de een tegen de ander   Mag ik in het midden lopen?\"',DaveyKloen,1300188169000,0.800509,6.46262,cluster9
3698,'I m at Camed (Av. Santos Dumont  740-862 - Centro  Fortaleza) http   4sq.com hO8AKN',tiagotor4,1300188173000,-0.067805,-38.6382,cluster4
3699,'Liatlah status nia  anggizoraya  putriamy..apa maksudna coba..haisssss risauuuuu!!!!','Lya LoH',1300188173000,-0.136399,110.375,cluster1
3700,' whatandrosdo   yh i m waiting for them  ((',MrsLeeJoe,1300188173000,0.629383,-75.7426,cluster7
3701,'Amiiin thx  D RT  tammtammii  ahahaha...kuu doa in mbalek ;))RT  RestuPurple  *ngarep*  D RT  tammtammii  eheem (cont) http   tl.gd 99ohct',RestuPurple,1300188173000,-0.139733,112.631,cluster1
3702,'TEMAN LAMA = BEDA SEKOLAH = BEDA SIKAP  !!!!',aqishu,1300188174000,-0.108323,106.965,cluster1
3703,'Max is in  Reggio nell Emilia  Reggio nell Emilia',xlbear,1300188176000,0.702455,10.491,cluster3
3704,'Tkp bom utan kayu... (  Kedai Komunitas Utan Kayu) http   4sq.com fJi6su',inotzoentax,1300188177000,-0.10788,106.865,cluster1
3705,'Kecam #bomindonesia terkutuk kau. http   myloc.me ixK5d','Aan Mustafa',1300188178000,-0.107289,106.815,cluster1
3706,'duduk disamping kanan kiri sm ibu hamil gw jg hamil neh hamil lemak hihihi.. http   myloc.me ixK3R',tobingmega,1300188178000,-0.108465,106.801,cluster1
3707,'#dontactlike you don t sing along with \"Friday\" by #rebeccablack','mlp ',1300188179000,0.65,-79.7659,cluster7
3708,'Wat een heerlijk weer !! http   t.co XEUCfX4',arnhemsmeisje73,1300188181000,0.788865,5.10604,cluster9
3709,'IT Project Manager (... - #Columbia   MD (http   tinyurl.com 6879br8) Get IT Project Manager Jobs #ITProjectManager #jobs #job #GetAllJobs',GetITProMaJobs,1300188185000,0.63132,-76.9432,cluster7
3710,'The bins wheelie have bin breeding.....this week I have 2 bins  a grey one and a brown one. Still no purple bin though  (',shoples,1300188186000,0.803371,-2.22015,cluster8
